códigoventas,fecha,códigocliente,códigoproducto,unidades,preciototal
V000004717,27/12/14,C0062,B00F3J4B5S,2.0,824.56
V000004718,27/12/14,C0063,B00F3J4B5S,3.0,1236.84
V000004719,27/12/14,C0064,B00K15Q2B0,3.0,1553.88
V000004720,27/12/14,C0065,B01KBH547A,1.0,241.87
V000004721,27/12/14,C0066,B018IZ0SWI,9.0,3484.62
V000004722,27/12/14,C0067,B016381QZA,2.0,963.88
V000004723,27/12/14,C0068,B01DZJFWNC,1.0,238.62
V000004724,27/12/14,C0069,B01KBH547A,6.0,1451.22
V000004725,27/12/14,C0070,B01LQV1YHO,2.0,776.28
V000004726,27/12/14,C0002,B01EYT1URO,3.0,941.0699999999999
V000004727,27/12/14,C0012,B00K15Q2B0,2.0,1035.92
V000004728,28/12/14,C0011,B016B7INC2,1.0,243.78
V000004729,28/12/14,C0003,B01LQV1YHO,3.0,1164.42
V000004730,28/12/14,C0019,B00NQGP42Y,1.0,567.86
V000004731,28/12/14,C0004,B01KBH547A,2.0,483.74
V000004732,28/12/14,C0024,B018IZ0SWI,2.0,774.36
V000004733,28/12/14,C0007,B00F3J4B5S,1.0,412.28
V000004734,28/12/14,C0005,B00F3J4B5S,2.0,824.56
V000004735,28/12/14,C0006,B00F3J4B5S,1.0,412.28
V000004736,28/12/14,C0009,B00F3J4B5S,1.0,412.28
V000004737,28/12/14,C0001,B00NQGP42Y,5.0,2839.3
V000004738,28/12/14,C0008,B016381QZA,2.0,963.88
V000004739,28/12/14,C0010,B01KBH547A,2.0,483.74
V000004740,28/12/14,C0013,B015YCRYZM,3.0,1443.33
V000004741,28/12/14,C0014,B00NQGP42Y,4.0,2271.44
V000004742,28/12/14,C0016,B01KBH547A,3.0,725.61
V000004743,28/12/14,C0017,B01KBH547A,2.0,483.74
V000004744,28/12/14,C0015,B01KBH547A,3.0,725.61
V000004745,28/12/14,C0018,B00NQGP42Y,3.0,1703.58
V000004746,28/12/14,C0020,B01KBH547A,2.0,483.74
V000004747,28/12/14,C0023,B00J0O5J4Y,3.0,1206.72
V000004748,28/12/14,C0025,B01KBH547A,3.0,725.61
V000004749,28/12/14,C0026,B01DZJFWNC,11.0,2624.82
V000004750,28/12/14,C0027,B01KBH547A,3.0,725.61
V000004751,28/12/14,C0028,B01KBH547A,3.0,725.61
V000004752,28/12/14,C0029,B01KBH547A,3.0,725.61
V000004753,28/12/14,C0030,B00F3J4B5S,2.0,824.56
V000004754,28/12/14,C0022,B00J0O5J4Y,3.0,1206.72
V000004755,28/12/14,C0021,B00NQGP42Y,1.0,567.86
V000004756,28/12/14,C0031,B00F3J4B5S,2.0,824.56
V000004757,28/12/14,C0032,B01KBH547A,25.0,6046.75
V000004758,28/12/14,C0033,B018IZ0SWI,1.0,387.18
V000004759,28/12/14,C0034,B018IZ0SWI,2.0,774.36
V000004760,28/12/14,C0035,B00F3J4B5S,3.0,1236.84
V000004761,28/12/14,C0036,B01KBH547A,19.0,4595.53
V000004762,28/12/14,C0037,B018IZ0SWI,2.0,774.36
V000004763,28/12/14,C0038,B00J0O5J4Y,1.0,402.24
V000004764,28/12/14,C0039,B018IZ0SWI,23.0,8905.14
V000004765,28/12/14,C0040,B00F3J4B5S,3.0,1236.84
V000004766,28/12/14,C0041,B00NQGP42Y,3.0,1703.58
V000004767,28/12/14,C0042,B00F3J4B5S,2.0,824.56
V000004768,28/12/14,C0043,B01KBH547A,3.0,725.61
V000004769,28/12/14,C0044,B01DZJFWNC,2.0,477.24
V000004770,28/12/14,C0045,B016381QZA,17.0,8192.98
V000004771,28/12/14,C0046,B018IZ0SWI,2.0,774.36
V000004772,28/12/14,C0047,B01EYT1URO,24.0,7528.5599999999995
V000004773,28/12/14,C0048,B015YCRYZM,1.0,481.11
V000004774,28/12/14,C0049,B00K15Q2B0,1.0,517.96
V000004775,28/12/14,C0050,B00K15Q2B0,3.0,1553.88
V000004776,28/12/14,C0051,B00J0O5J4Y,3.0,1206.72
V000004777,28/12/14,C0052,B00K15Q2B0,4.0,2071.84
V000004778,28/12/14,C0053,B00F3J4B5S,1.0,412.28
V000004779,28/12/14,C0054,B018IZ0SWI,2.0,774.36
V000004780,28/12/14,C0055,B01DZJFWNC,3.0,715.86
V000004781,28/12/14,C0056,B018IZ0SWI,1.0,387.18
V000004782,28/12/14,C0057,B01EYT1URO,2.0,627.38
V000004783,28/12/14,C0058,B00F3J4B5S,1.0,412.28
V000004784,28/12/14,C0059,B01DZJFWNC,3.0,715.86
V000004785,28/12/14,C0060,B00F3J4B5S,1.0,412.28
V000004786,28/12/14,C0061,B018IZ0SWI,3.0,1161.54
V000004787,28/12/14,C0062,B01KBH547A,2.0,483.74
V000004788,28/12/14,C0063,B01LQV1YHO,2.0,776.28
V000004789,28/12/14,C0064,B00K15Q2B0,2.0,1035.92
V000004790,28/12/14,C0065,B01EYT1URO,3.0,941.0699999999999
V000004791,28/12/14,C0066,B00F3J4B5S,3.0,1236.84
V000004792,28/12/14,C0067,B00NQGP42Y,1.0,567.86
V000004793,28/12/14,C0068,B018IZ0SWI,2.0,774.36
V000004794,28/12/14,C0069,B00F3J4B5S,1.0,412.28
V000004795,28/12/14,C0070,B00F3J4B5S,3.0,1236.84
V000004796,29/12/14,C0002,B016B7INC2,3.0,731.34
V000004797,29/12/14,C0012,B01KBH547A,1.0,241.87
V000004798,29/12/14,C0011,B018IZ0SWI,1.0,387.18
V000004799,29/12/14,C0003,B01DZJFWNC,4.0,954.48
V000004800,29/12/14,C0019,B01KBH547A,2.0,483.74
V000004801,29/12/14,C0004,B00K15Q2B0,2.0,1035.92
V000004802,29/12/14,C0024,B016381QZA,2.0,963.88
V000004803,29/12/14,C0007,B00NQGP42Y,2.0,1135.72
V000004804,29/12/14,C0005,B016B7INC2,7.0,1706.46
V000004805,29/12/14,C0006,B018IZ0SWI,2.0,774.36
V000004806,29/12/14,C0009,B00K15Q2B0,2.0,1035.92
V000004807,29/12/14,C0001,B00NQGP42Y,2.0,1135.72
V000004808,29/12/14,C0008,B01KBH547A,3.0,725.61
V000004809,29/12/14,C0010,B018IZ0SWI,2.0,774.36
V000004810,29/12/14,C0013,B018IZ0SWI,3.0,1161.54
V000004811,29/12/14,C0014,B00NQGP42Y,1.0,567.86
V000004812,29/12/14,C0016,B01KBH547A,2.0,483.74
V000004813,29/12/14,C0017,B00NQGP42Y,9.0,5110.74
V000004814,29/12/14,C0015,B018IZ0SWI,3.0,1161.54
V000004815,29/12/14,C0018,B00F3J4B5S,2.0,824.56
V000004816,29/12/14,C0020,B015YCRYZM,2.0,962.22
V000004817,29/12/14,C0023,B01KBH547A,2.0,483.74
V000004818,29/12/14,C0025,B01EYT1URO,3.0,941.0699999999999
V000004819,29/12/14,C0026,B00F3J4B5S,3.0,1236.84
V000004820,29/12/14,C0027,B00F3J4B5S,3.0,1236.84
V000004821,29/12/14,C0028,B01LQV1YHO,2.0,776.28
V000004822,29/12/14,C0029,B00K15Q2B0,4.0,2071.84
V000004823,29/12/14,C0030,B01LQV1YHO,3.0,1164.42
V000004824,29/12/14,C0022,B015YCRYZM,3.0,1443.33
V000004825,29/12/14,C0021,B016381QZA,3.0,1445.82
V000004826,29/12/14,C0031,B01DZJFWNC,3.0,715.86
V000004827,29/12/14,C0032,B01LQV1YHO,3.0,1164.42
V000004828,29/12/14,C0033,B01KBH547A,3.0,725.61
V000004829,29/12/14,C0034,B00K15Q2B0,4.0,2071.84
V000004830,29/12/14,C0035,B00K15Q2B0,3.0,1553.88
V000004831,29/12/14,C0036,B01EYT1URO,2.0,627.38
V000004832,29/12/14,C0037,B01KBH547A,1.0,241.87
V000004833,29/12/14,C0038,B01KBH547A,3.0,725.61
V000004834,29/12/14,C0039,B01DZJFWNC,3.0,715.86
V000004835,29/12/14,C0040,B00K15Q2B0,1.0,517.96
V000004836,29/12/14,C0041,B018IZ0SWI,24.0,9292.32
V000004837,29/12/14,C0042,B00NQGP42Y,6.0,3407.16
V000004838,29/12/14,C0043,B015YCRYZM,2.0,962.22
V000004839,29/12/14,C0044,B01LQV1YHO,5.0,1940.6999999999998
V000004840,29/12/14,C0045,B01LQV1YHO,1.0,388.14
V000004841,29/12/14,C0046,B00K15Q2B0,2.0,1035.92
V000004842,29/12/14,C0047,B00J0O5J4Y,2.0,804.48
V000004843,29/12/14,C0048,B018IZ0SWI,2.0,774.36
V000004844,29/12/14,C0049,B00F3J4B5S,1.0,412.28
V000004845,29/12/14,C0050,B016381QZA,1.0,481.94
V000004846,29/12/14,C0051,B015YCRYZM,3.0,1443.33
V000004847,29/12/14,C0052,B00K15Q2B0,4.0,2071.84
V000004848,29/12/14,C0053,B015YCRYZM,4.0,1924.44
V000004849,29/12/14,C0054,B00NQGP42Y,2.0,1135.72
V000004850,29/12/14,C0055,B016381QZA,4.0,1927.76
V000004851,29/12/14,C0056,B00K15Q2B0,2.0,1035.92
V000004852,29/12/14,C0057,B01DZJFWNC,1.0,238.62
V000004853,29/12/14,C0058,B01DZJFWNC,3.0,715.86
V000004854,29/12/14,C0059,B01DZJFWNC,1.0,238.62
V000004855,29/12/14,C0060,B01LQV1YHO,8.0,3105.12
V000004856,29/12/14,C0061,B00J0O5J4Y,2.0,804.48
V000004857,29/12/14,C0062,B01DZJFWNC,19.0,4533.78
V000004858,29/12/14,C0063,B018IZ0SWI,1.0,387.18
V000004859,30/12/14,C0064,B00K15Q2B0,2.0,1035.92
V000004860,30/12/14,C0065,B01KBH547A,3.0,725.61
V000004861,30/12/14,C0066,B016B7INC2,2.0,487.56
V000004862,30/12/14,C0067,B01LQV1YHO,1.0,388.14
V000004863,30/12/14,C0068,B01DZJFWNC,1.0,238.62
V000004864,30/12/14,C0069,B00K15Q2B0,2.0,1035.92
V000004865,30/12/14,C0070,B01KBH547A,1.0,241.87
V000004866,30/12/14,C0002,B00K15Q2B0,1.0,517.96
V000004867,30/12/14,C0012,B015YCRYZM,3.0,1443.33
V000004868,30/12/14,C0011,B00K15Q2B0,2.0,1035.92
V000004869,30/12/14,C0003,B016381QZA,2.0,963.88
V000004870,30/12/14,C0019,B018IZ0SWI,3.0,1161.54
V000004871,30/12/14,C0004,B016381QZA,1.0,481.94
V000004872,30/12/14,C0024,B016381QZA,4.0,1927.76
V000004873,30/12/14,C0007,B00J0O5J4Y,2.0,804.48
V000004874,30/12/14,C0005,B01KBH547A,3.0,725.61
V000004875,30/12/14,C0006,B01DZJFWNC,1.0,238.62
V000004876,30/12/14,C0009,B018IZ0SWI,2.0,774.36
V000004877,30/12/14,C0001,B00F3J4B5S,2.0,824.56
V000004878,30/12/14,C0008,B01EYT1URO,3.0,941.0699999999999
V000004879,30/12/14,C0010,B01KBH547A,3.0,725.61
V000004880,30/12/14,C0013,B00F3J4B5S,1.0,412.28
V000004881,30/12/14,C0014,B01DZJFWNC,3.0,715.86
V000004882,30/12/14,C0016,B00J0O5J4Y,2.0,804.48
V000004883,30/12/14,C0017,B01KBH547A,3.0,725.61
V000004884,30/12/14,C0015,B015YCRYZM,1.0,481.11
V000004885,30/12/14,C0018,B016B7INC2,2.0,487.56
V000004886,30/12/14,C0020,B016B7INC2,3.0,731.34
V000004887,30/12/14,C0023,B016381QZA,2.0,963.88
V000004888,30/12/14,C0025,B00NQGP42Y,2.0,1135.72
V000004889,30/12/14,C0026,B00F3J4B5S,2.0,824.56
V000004890,30/12/14,C0027,B018IZ0SWI,1.0,387.18
V000004891,30/12/14,C0028,B018IZ0SWI,1.0,387.18
V000004892,30/12/14,C0029,B018IZ0SWI,1.0,387.18
V000004893,30/12/14,C0030,B00F3J4B5S,1.0,412.28
V000004894,30/12/14,C0022,B01LQV1YHO,2.0,776.28
V000004895,30/12/14,C0021,B01KBH547A,3.0,725.61
V000004896,30/12/14,C0031,B00K15Q2B0,2.0,1035.92
V000004897,30/12/14,C0032,B01EYT1URO,3.0,941.0699999999999
V000004898,30/12/14,C0033,B00K15Q2B0,1.0,517.96
V000004899,30/12/14,C0034,B01EYT1URO,2.0,627.38
V000004900,30/12/14,C0035,B016B7INC2,1.0,243.78
V000004901,30/12/14,C0036,B00K15Q2B0,1.0,517.96
V000004902,30/12/14,C0037,B00NQGP42Y,1.0,567.86
V000004903,30/12/14,C0038,B00F3J4B5S,3.0,1236.84
V000004904,30/12/14,C0039,B016381QZA,4.0,1927.76
V000004905,30/12/14,C0040,B00F3J4B5S,3.0,1236.84
V000004906,30/12/14,C0041,B00F3J4B5S,1.0,412.28
V000004907,30/12/14,C0042,B00F3J4B5S,6.0,2473.68
V000004908,30/12/14,C0043,B01DZJFWNC,2.0,477.24
V000004909,30/12/14,C0044,B00F3J4B5S,2.0,824.56
V000004910,30/12/14,C0045,B01EYT1URO,3.0,941.0699999999999
V000004911,30/12/14,C0046,B018IZ0SWI,2.0,774.36
V000004912,30/12/14,C0047,B018IZ0SWI,1.0,387.18
V000004913,30/12/14,C0048,B00J0O5J4Y,2.0,804.48
V000004914,30/12/14,C0049,B00K15Q2B0,1.0,517.96
V000004915,30/12/14,C0050,B00K15Q2B0,1.0,517.96
V000004916,30/12/14,C0051,B018IZ0SWI,2.0,774.36
V000004917,30/12/14,C0052,B00K15Q2B0,3.0,1553.88
V000004918,30/12/14,C0053,B01DZJFWNC,2.0,477.24
V000004919,30/12/14,C0054,B015YCRYZM,16.0,7697.76
V000004920,30/12/14,C0055,B01DZJFWNC,2.0,477.24
V000004921,30/12/14,C0056,B018IZ0SWI,2.0,774.36
V000004922,30/12/14,C0057,B016B7INC2,2.0,487.56
V000004923,30/12/14,C0058,B00F3J4B5S,2.0,824.56
V000004924,30/12/14,C0059,B01KBH547A,4.0,967.48
V000004925,30/12/14,C0060,B016B7INC2,3.0,731.34
V000004926,31/12/14,C0061,B01EYT1URO,1.0,313.69
V000004927,31/12/14,C0062,B01EYT1URO,1.0,313.69
V000004928,31/12/14,C0063,B00F3J4B5S,4.0,1649.12
V000004929,1/1/15,C0064,B01EYT1URO,3.0,941.0699999999999
V000004930,1/1/15,C0065,B01KBH547A,3.0,725.61
V000004931,2/1/15,C0066,B00F3J4B5S,1.0,412.28
V000004932,2/1/15,C0067,B01LQV1YHO,3.0,1164.42
V000004933,2/1/15,C0068,B016381QZA,25.0,12048.5
V000004934,2/1/15,C0069,B00F3J4B5S,22.0,9070.16
V000004935,3/1/15,C0070,B00K15Q2B0,3.0,1553.88
V000004936,3/1/15,C0002,B016381QZA,3.0,1445.82
V000004937,3/1/15,C0012,B016381QZA,1.0,481.94
V000004938,4/1/15,C0011,B01KBH547A,2.0,483.74
V000004939,4/1/15,C0003,B01DZJFWNC,2.0,477.24
V000004940,5/1/15,C0019,B01KBH547A,1.0,241.87
V000004941,5/1/15,C0004,B015YCRYZM,3.0,1443.33
V000004942,5/1/15,C0024,B00K15Q2B0,3.0,1553.88
V000004943,5/1/15,C0007,B018IZ0SWI,3.0,1161.54
V000004944,6/1/15,C0005,B015YCRYZM,2.0,962.22
V000004945,6/1/15,C0006,B018IZ0SWI,3.0,1161.54
V000004946,6/1/15,C0009,B00K15Q2B0,2.0,1035.92
V000004947,7/1/15,C0001,B01KBH547A,2.0,483.74
V000004948,7/1/15,C0008,B01LQV1YHO,2.0,776.28
V000004949,7/1/15,C0010,B01KBH547A,23.0,5563.01
V000004950,7/1/15,C0013,B018IZ0SWI,3.0,1161.54
V000004951,7/1/15,C0014,B00NQGP42Y,3.0,1703.58
V000004952,8/1/15,C0016,B01EYT1URO,2.0,627.38
V000004953,8/1/15,C0017,B01KBH547A,18.0,4353.66
V000004954,8/1/15,C0015,B00F3J4B5S,2.0,824.56
V000004955,8/1/15,C0018,B016381QZA,2.0,963.88
V000004956,9/1/15,C0020,B01KBH547A,16.0,3869.92
V000004957,10/1/15,C0023,B00F3J4B5S,1.0,412.28
V000004958,10/1/15,C0025,B016381QZA,3.0,1445.82
V000004959,10/1/15,C0026,B00F3J4B5S,24.0,9894.72
V000004960,10/1/15,C0027,B00K15Q2B0,13.0,6733.4800000000005
V000004961,10/1/15,C0028,B01KBH547A,3.0,725.61
V000004962,10/1/15,C0029,B018IZ0SWI,2.0,774.36
V000004963,10/1/15,C0030,B00K15Q2B0,2.0,1035.92
V000004964,10/1/15,C0022,B01DZJFWNC,3.0,715.86
V000004965,12/1/15,C0021,B00J0O5J4Y,2.0,804.48
V000004966,12/1/15,C0031,B01KBH547A,3.0,725.61
V000004967,12/1/15,C0032,B00NQGP42Y,2.0,1135.72
V000004968,12/1/15,C0033,B018IZ0SWI,3.0,1161.54
V000004969,13/1/15,C0034,B01KBH547A,2.0,483.74
V000004970,13/1/15,C0035,B016381QZA,22.0,10602.68
V000004971,13/1/15,C0036,B018IZ0SWI,3.0,1161.54
V000004972,13/1/15,C0037,B01LQV1YHO,3.0,1164.42
V000004973,13/1/15,C0038,B01KBH547A,2.0,483.74
V000004974,14/1/15,C0039,B016381QZA,2.0,963.88
V000004975,14/1/15,C0040,B01EYT1URO,3.0,941.0699999999999
V000004976,14/1/15,C0041,B00K15Q2B0,12.0,6215.52
V000004977,14/1/15,C0042,B00F3J4B5S,1.0,412.28
V000004978,15/1/15,C0043,B01KBH547A,3.0,725.61
V000004979,15/1/15,C0044,B016381QZA,3.0,1445.82
V000004980,15/1/15,C0045,B00K15Q2B0,1.0,517.96
V000004981,15/1/15,C0046,B015YCRYZM,1.0,481.11
V000004982,15/1/15,C0047,B01EYT1URO,1.0,313.69
V000004983,15/1/15,C0048,B00F3J4B5S,3.0,1236.84
V000004984,16/1/15,C0049,B00K15Q2B0,2.0,1035.92
V000004985,16/1/15,C0050,B01KBH547A,2.0,483.74
V000004986,16/1/15,C0051,B01KBH547A,3.0,725.61
V000004987,16/1/15,C0052,B018IZ0SWI,2.0,774.36
V000004988,17/1/15,C0053,B018IZ0SWI,2.0,774.36
V000004989,17/1/15,C0054,B01EYT1URO,1.0,313.69
V000004990,18/1/15,C0055,B00K15Q2B0,14.0,7251.4400000000005
V000004991,18/1/15,C0056,B018IZ0SWI,3.0,1161.54
V000004992,19/1/15,C0057,B016381QZA,2.0,963.88
V000004993,19/1/15,C0058,B00F3J4B5S,1.0,412.28
V000004994,19/1/15,C0059,B00K15Q2B0,1.0,517.96
V000004995,19/1/15,C0060,B00K15Q2B0,3.0,1553.88
V000004996,20/1/15,C0061,B016B7INC2,23.0,5606.94
V000004997,20/1/15,C0062,B015YCRYZM,2.0,962.22
V000004998,20/1/15,C0063,B00F3J4B5S,3.0,1236.84
V000004999,20/1/15,C0064,B01KBH547A,3.0,725.61
V000005000,20/1/15,C0065,B01DZJFWNC,3.0,715.86
V000005001,21/1/15,C0066,B00NQGP42Y,23.0,13060.78
V000005002,21/1/15,C0067,B00NQGP42Y,1.0,567.86
V000005003,21/1/15,C0068,B00F3J4B5S,1.0,412.28
V000005004,21/1/15,C0069,B018IZ0SWI,1.0,387.18
V000005005,21/1/15,C0070,B01LQV1YHO,3.0,1164.42
V000005006,21/1/15,C0002,B00NQGP42Y,3.0,1703.58
V000005007,21/1/15,C0012,B018IZ0SWI,2.0,774.36
V000005008,22/1/15,C0011,B01EYT1URO,1.0,313.69
V000005009,22/1/15,C0003,B01KBH547A,3.0,725.61
V000005010,22/1/15,C0019,B01EYT1URO,1.0,313.69
V000005011,22/1/15,C0004,B016381QZA,2.0,963.88
V000005012,22/1/15,C0024,B00K15Q2B0,2.0,1035.92
V000005013,23/1/15,C0007,B00K15Q2B0,2.0,1035.92
V000005014,23/1/15,C0005,B01EYT1URO,15.0,4705.35
V000005015,23/1/15,C0006,B01DZJFWNC,13.0,3102.06
V000005016,23/1/15,C0009,B00F3J4B5S,3.0,1236.84
V000005017,23/1/15,C0001,B016B7INC2,3.0,731.34
V000005018,23/1/15,C0008,B01KBH547A,1.0,241.87
V000005019,24/1/15,C0010,B018IZ0SWI,1.0,387.18
V000005020,24/1/15,C0013,B01LQV1YHO,2.0,776.28
V000005021,25/1/15,C0014,B01EYT1URO,2.0,627.38
V000005022,25/1/15,C0016,B016381QZA,2.0,963.88
V000005023,25/1/15,C0017,B00F3J4B5S,2.0,824.56
V000005024,25/1/15,C0015,B00K15Q2B0,7.0,3625.7200000000003
V000005025,25/1/15,C0018,B00NQGP42Y,3.0,1703.58
V000005026,25/1/15,C0020,B01DZJFWNC,1.0,238.62
V000005027,26/1/15,C0023,B01KBH547A,1.0,241.87
V000005028,26/1/15,C0025,B01DZJFWNC,2.0,477.24
V000005029,26/1/15,C0026,B01KBH547A,3.0,725.61
V000005030,27/1/15,C0027,B01DZJFWNC,2.0,477.24
V000005031,27/1/15,C0028,B00K15Q2B0,1.0,517.96
V000005032,27/1/15,C0029,B00K15Q2B0,18.0,9323.28
V000005033,27/1/15,C0030,B016B7INC2,1.0,243.78
V000005034,28/1/15,C0022,B016381QZA,4.0,1927.76
V000005035,28/1/15,C0021,B01EYT1URO,3.0,941.0699999999999
V000005036,28/1/15,C0031,B00F3J4B5S,2.0,824.56
V000005037,28/1/15,C0032,B016381QZA,3.0,1445.82
V000005038,28/1/15,C0033,B00K15Q2B0,2.0,1035.92
V000005039,28/1/15,C0034,B018IZ0SWI,3.0,1161.54
V000005040,29/1/15,C0035,B018IZ0SWI,3.0,1161.54
V000005041,29/1/15,C0036,B015YCRYZM,2.0,962.22
V000005042,29/1/15,C0037,B00F3J4B5S,1.0,412.28
V000005043,29/1/15,C0038,B01LQV1YHO,3.0,1164.42
V000005044,29/1/15,C0039,B01KBH547A,2.0,483.74
V000005045,29/1/15,C0040,B016B7INC2,2.0,487.56
V000005046,29/1/15,C0041,B016381QZA,1.0,481.94
V000005047,29/1/15,C0042,B018IZ0SWI,2.0,774.36
V000005048,30/1/15,C0043,B01DZJFWNC,1.0,238.62
V000005049,30/1/15,C0044,B018IZ0SWI,1.0,387.18
V000005050,30/1/15,C0045,B00F3J4B5S,3.0,1236.84
V000005051,30/1/15,C0046,B00NQGP42Y,1.0,567.86
V000005052,30/1/15,C0047,B018IZ0SWI,1.0,387.18
V000005053,31/1/15,C0048,B00J0O5J4Y,7.0,2815.6800000000003
V000005054,31/1/15,C0049,B01LQV1YHO,3.0,1164.42
V000005055,31/1/15,C0050,B01LQV1YHO,1.0,388.14
V000005056,1/2/15,C0051,B01EYT1URO,3.0,941.0699999999999
V000005057,1/2/15,C0052,B016B7INC2,3.0,731.34
V000005058,1/2/15,C0053,B00F3J4B5S,17.0,7008.759999999999
V000005059,1/2/15,C0054,B01DZJFWNC,12.0,2863.44
V000005060,2/2/15,C0055,B015YCRYZM,2.0,962.22
V000005061,2/2/15,C0056,B01KBH547A,19.0,4595.53
V000005062,2/2/15,C0057,B018IZ0SWI,1.0,387.18
V000005063,2/2/15,C0058,B01KBH547A,1.0,241.87
V000005064,2/2/15,C0059,B00K15Q2B0,10.0,5179.6
V000005065,3/2/15,C0060,B00F3J4B5S,2.0,824.56
V000005066,3/2/15,C0061,B01LQV1YHO,1.0,388.14
V000005067,3/2/15,C0062,B016B7INC2,3.0,731.34
V000005068,3/2/15,C0063,B01EYT1URO,1.0,313.69
V000005069,3/2/15,C0064,B018IZ0SWI,1.0,387.18
V000005070,3/2/15,C0065,B01EYT1URO,1.0,313.69
V000005071,4/2/15,C0066,B00F3J4B5S,2.0,824.56
V000005072,4/2/15,C0067,B016381QZA,1.0,481.94
V000005073,4/2/15,C0068,B016B7INC2,4.0,975.12
V000005074,4/2/15,C0069,B018IZ0SWI,1.0,387.18
V000005075,4/2/15,C0070,B01LQV1YHO,11.0,4269.54
V000005076,4/2/15,C0002,B016381QZA,2.0,963.88
V000005077,5/2/15,C0012,B01KBH547A,3.0,725.61
V000005078,5/2/15,C0011,B018IZ0SWI,8.0,3097.44
V000005079,5/2/15,C0003,B015YCRYZM,1.0,481.11
V000005080,5/2/15,C0019,B016381QZA,1.0,481.94
V000005081,6/2/15,C0004,B015YCRYZM,5.0,2405.55
V000005082,6/2/15,C0024,B01EYT1URO,2.0,627.38
V000005083,6/2/15,C0007,B00F3J4B5S,3.0,1236.84
V000005084,6/2/15,C0005,B00NQGP42Y,2.0,1135.72
V000005085,7/2/15,C0000,B01DZJFWNC,1.0,238.62
V000005086,7/2/15,C0001,B01KBH547A,3.0,725.61
V000005087,7/2/15,C0002,B01DZJFWNC,4.0,954.48
V000005088,8/2/15,C0003,B00NQGP42Y,1.0,567.86
V000005089,8/2/15,C0004,B01EYT1URO,1.0,313.69
V000005090,8/2/15,C0005,B01KBH547A,3.0,725.61
V000005091,8/2/15,C0006,B018IZ0SWI,2.0,774.36
V000005092,9/2/15,C0007,B00K15Q2B0,1.0,517.96
V000005093,9/2/15,C0008,B00F3J4B5S,3.0,1236.84
V000005094,10/2/15,C0009,B016B7INC2,3.0,731.34
V000005095,10/2/15,C0010,B018IZ0SWI,3.0,1161.54
V000005096,10/2/15,C0011,B00NQGP42Y,2.0,1135.72
V000005097,10/2/15,C0012,B016381QZA,2.0,963.88
V000005098,11/2/15,C0013,B01LQV1YHO,2.0,776.28
V000005099,11/2/15,C0014,B00F3J4B5S,3.0,1236.84
V000005100,11/2/15,C0015,B01KBH547A,2.0,483.74
V000005101,11/2/15,C0016,B016381QZA,2.0,963.88
V000005102,11/2/15,C0017,B01LQV1YHO,2.0,776.28
V000005103,12/2/15,C0018,B01KBH547A,2.0,483.74
V000005104,12/2/15,C0019,B015YCRYZM,3.0,1443.33
V000005105,12/2/15,C0020,B00F3J4B5S,3.0,1236.84
V000005106,13/2/15,C0021,B018IZ0SWI,2.0,774.36
V000005107,13/2/15,C0022,B01EYT1URO,3.0,941.0699999999999
V000005108,13/2/15,C0023,B015YCRYZM,2.0,962.22
V000005109,13/2/15,C0024,B01DZJFWNC,1.0,238.62
V000005110,13/2/15,C0025,B01KBH547A,3.0,725.61
V000005111,13/2/15,C0026,B018IZ0SWI,1.0,387.18
V000005112,13/2/15,C0027,B00F3J4B5S,1.0,412.28
V000005113,13/2/15,C0028,B00K15Q2B0,2.0,1035.92
V000005114,14/2/15,C0029,B015YCRYZM,2.0,962.22
V000005115,14/2/15,C0030,B00F3J4B5S,3.0,1236.84
V000005116,14/2/15,C0031,B01DZJFWNC,2.0,477.24
V000005117,14/2/15,C0032,B01LQV1YHO,22.0,8539.08
V000005118,14/2/15,C0033,B018IZ0SWI,3.0,1161.54
V000005119,14/2/15,C0034,B01KBH547A,1.0,241.87
V000005120,14/2/15,C0035,B00J0O5J4Y,2.0,804.48
V000005121,14/2/15,C0036,B00NQGP42Y,2.0,1135.72
V000005122,14/2/15,C0037,B00K15Q2B0,2.0,1035.92
V000005123,15/2/15,C0038,B016381QZA,4.0,1927.76
V000005124,15/2/15,C0039,B01LQV1YHO,1.0,388.14
V000005125,15/2/15,C0040,B00K15Q2B0,1.0,517.96
V000005126,15/2/15,C0041,B018IZ0SWI,2.0,774.36
V000005127,16/2/15,C0042,B016381QZA,2.0,963.88
V000005128,16/2/15,C0043,B00NQGP42Y,1.0,567.86
V000005129,16/2/15,C0044,B015YCRYZM,4.0,1924.44
V000005130,17/2/15,C0045,B00NQGP42Y,3.0,1703.58
V000005131,17/2/15,C0046,B016381QZA,2.0,963.88
V000005132,17/2/15,C0047,B01KBH547A,1.0,241.87
V000005133,17/2/15,C0048,B018IZ0SWI,3.0,1161.54
V000005134,18/2/15,C0049,B018IZ0SWI,15.0,5807.7
V000005135,18/2/15,C0050,B01LQV1YHO,3.0,1164.42
V000005136,18/2/15,C0051,B018IZ0SWI,3.0,1161.54
V000005137,18/2/15,C0052,B01KBH547A,1.0,241.87
V000005138,18/2/15,C0053,B01KBH547A,1.0,241.87
V000005139,18/2/15,C0054,B01EYT1URO,1.0,313.69
V000005140,18/2/15,C0055,B016381QZA,1.0,481.94
V000005141,18/2/15,C0056,B018IZ0SWI,1.0,387.18
