código_venta,fecha,códigocliente,códigoproducto,unidades_predichas,preciototal
V000080559,2025-05-22,C0006,B01DZJFWNC,3,715.86
V000080560,2025-05-22,C0064,B016B7INC2,5,1218.9
V000080561,2025-05-22,C0061,B00F3J4B5S,3,1236.84
V000080562,2025-05-22,C0018,B016B7INC2,1,243.78
V000080563,2025-05-22,C0024,B018IZ0SWI,4,1548.72
V000080564,2025-05-22,C0017,B00K15Q2B0,5,2589.8
V000080565,2025-05-22,C0031,B00NQGP42Y,4,2271.44
V000080566,2025-05-22,C0030,B00F3J4B5S,5,2061.3999999999996
V000080567,2025-05-23,C0013,B018IZ0SWI,1,387.18
V000080568,2025-05-23,C0040,B00F3J4B5S,6,2473.68
V000080569,2025-05-23,C0046,B018IZ0SWI,2,774.36
V000080570,2025-05-23,C0035,B00NQGP42Y,3,1703.58
V000080571,2025-05-23,C0020,B018IZ0SWI,2,774.36
V000080572,2025-05-23,C0055,B018IZ0SWI,1,387.18
V000080573,2025-05-23,C0058,B00F3J4B5S,7,2885.96
V000080574,2025-05-23,C0032,B018IZ0SWI,2,774.36
V000080575,2025-05-23,C0034,B00K15Q2B0,9,4661.64
V000080576,2025-05-23,C0026,B00K15Q2B0,3,1553.88
V000080577,2025-05-23,C0065,B00NQGP42Y,2,1135.72
V000080578,2025-05-23,C0035,B018IZ0SWI,7,2710.26
V000080579,2025-05-23,C0066,B01EYT1URO,1,313.69
V000080580,2025-05-24,C0037,B01KBH547A,1,241.87
V000080581,2025-05-24,C0012,B01KBH547A,2,483.74
V000080582,2025-05-24,C0005,B01KBH547A,1,241.87
V000080583,2025-05-24,C0009,B01EYT1URO,2,627.38
V000080584,2025-05-25,C0062,B00NQGP42Y,5,2839.3
V000080585,2025-05-25,C0050,B00NQGP42Y,1,567.86
V000080586,2025-05-25,C0036,B01KBH547A,5,1209.35
V000080587,2025-05-25,C0039,B00F3J4B5S,1,412.28
V000080588,2025-05-25,C0023,B018IZ0SWI,4,1548.72
V000080589,2025-05-25,C0067,B01DZJFWNC,9,2147.58
V000080590,2025-05-25,C0054,B00NQGP42Y,1,567.86
V000080591,2025-05-25,C0030,B01DZJFWNC,1,238.62
V000080592,2025-05-25,C0059,B00NQGP42Y,2,1135.72
V000080593,2025-05-26,C0045,B015YCRYZM,2,962.22
V000080594,2025-05-26,C0070,B00F3J4B5S,6,2473.68
V000080595,2025-05-26,C0032,B00NQGP42Y,2,1135.72
V000080596,2025-05-26,C0018,B00F3J4B5S,1,412.28
V000080597,2025-05-26,C0045,B01DZJFWNC,5,1193.1
V000080598,2025-05-26,C0058,B015YCRYZM,5,2405.55
V000080599,2025-05-26,C0003,B018IZ0SWI,1,387.18
V000080600,2025-05-26,C0033,B01KBH547A,4,967.48
V000080601,2025-05-26,C0021,B00K15Q2B0,1,517.96
V000080602,2025-05-27,C0031,B018IZ0SWI,3,1161.54
V000080603,2025-05-27,C0002,B018IZ0SWI,8,3097.44
V000080604,2025-05-27,C0005,B00NQGP42Y,1,567.86
V000080605,2025-05-27,C0032,B01KBH547A,1,241.87
V000080606,2025-05-27,C0067,B018IZ0SWI,8,3097.44
V000080607,2025-05-27,C0002,B00J0O5J4Y,5,2011.2
V000080608,2025-05-27,C0001,B00K15Q2B0,7,3625.7200000000003
V000080609,2025-05-27,C0064,B00K15Q2B0,1,517.96
V000080610,2025-05-27,C0022,B016B7INC2,4,975.12
V000080611,2025-05-27,C0055,B015YCRYZM,5,2405.55
V000080612,2025-05-27,C0066,B01DZJFWNC,1,238.62
V000080613,2025-05-28,C0003,B00F3J4B5S,10,4122.799999999999
V000080614,2025-05-28,C0022,B016381QZA,1,481.94
V000080615,2025-05-28,C0025,B00NQGP42Y,2,1135.72
V000080616,2025-05-28,C0022,B01KBH547A,1,241.87
V000080617,2025-05-28,C0004,B016B7INC2,2,487.56
V000080618,2025-06-01,C0050,B018IZ0SWI,2,774.36
V000080619,2025-06-01,C0033,B01EYT1URO,1,313.69
V000080620,2025-06-01,C0029,B00K15Q2B0,3,1553.88
V000080621,2025-06-01,C0003,B015YCRYZM,3,1443.33
V000080622,2025-06-01,C0024,B00K15Q2B0,3,1553.88
V000080623,2025-06-01,C0002,B00J0O5J4Y,1,402.24
V000080624,2025-06-01,C0061,B00F3J4B5S,5,2061.3999999999996
V000080625,2025-06-02,C0024,B00F3J4B5S,6,2473.68
V000080626,2025-06-02,C0001,B00F3J4B5S,6,2473.68
V000080627,2025-06-02,C0017,B018IZ0SWI,5,1935.9
V000080628,2025-06-02,C0058,B00F3J4B5S,1,412.28
V000080629,2025-06-02,C0020,B00F3J4B5S,6,2473.68
V000080630,2025-06-02,C0069,B01EYT1URO,8,2509.52
V000080631,2025-06-03,C0049,B00F3J4B5S,8,3298.24
V000080632,2025-06-03,C0028,B018IZ0SWI,4,1548.72
V000080633,2025-06-03,C0025,B00NQGP42Y,7,3975.02
V000080634,2025-06-03,C0035,B018IZ0SWI,4,1548.72
V000080635,2025-06-03,C0054,B00K15Q2B0,9,4661.64
V000080636,2025-06-04,C0060,B01DZJFWNC,4,954.48
V000080637,2025-06-04,C0010,B00F3J4B5S,1,412.28
V000080638,2025-06-04,C0037,B01DZJFWNC,7,1670.3400000000001
V000080639,2025-06-04,C0058,B018IZ0SWI,4,1548.72
V000080640,2025-06-05,C0019,B018IZ0SWI,8,3097.44
V000080641,2025-06-05,C0048,B01LQV1YHO,5,1940.6999999999998
V000080642,2025-06-05,C0045,B01KBH547A,9,2176.83
V000080643,2025-06-05,C0003,B01LQV1YHO,4,1552.56
V000080644,2025-06-05,C0062,B00F3J4B5S,1,412.28
V000080645,2025-06-05,C0034,B01KBH547A,13,3144.31
V000080646,2025-06-05,C0056,B01KBH547A,3,725.61
V000080647,2025-06-05,C0061,B01KBH547A,3,725.61
V000080648,2025-06-05,C0032,B00NQGP42Y,2,1135.72
V000080649,2025-06-05,C0056,B015YCRYZM,1,481.11
V000080650,2025-06-05,C0052,B01EYT1URO,1,313.69
V000080651,2025-06-06,C0025,B00J0O5J4Y,5,2011.2
V000080652,2025-06-06,C0016,B00K15Q2B0,3,1553.88
V000080653,2025-06-06,C0031,B018IZ0SWI,2,774.36
V000080654,2025-06-07,C0067,B01LQV1YHO,3,1164.42
V000080655,2025-06-07,C0037,B01KBH547A,3,725.61
V000080656,2025-06-07,C0067,B018IZ0SWI,7,2710.26
V000080657,2025-06-07,C0016,B01EYT1URO,2,627.38
V000080658,2025-06-08,C0030,B00F3J4B5S,1,412.28
V000080659,2025-06-08,C0036,B00K15Q2B0,6,3107.76
V000080660,2025-06-08,C0022,B00F3J4B5S,3,1236.84
V000080661,2025-06-08,C0027,B01LQV1YHO,6,2328.84
V000080662,2025-06-08,C0051,B00NQGP42Y,1,567.86
V000080663,2025-06-09,C0054,B01EYT1URO,2,627.38
V000080664,2025-06-09,C0002,B01DZJFWNC,1,238.62
V000080665,2025-06-09,C0041,B00NQGP42Y,2,1135.72
V000080666,2025-06-09,C0006,B01DZJFWNC,5,1193.1
V000080667,2025-06-09,C0016,B01KBH547A,1,241.87
V000080668,2025-06-09,C0053,B01EYT1URO,2,627.38
V000080669,2025-06-09,C0046,B018IZ0SWI,6,2323.08
V000080670,2025-06-09,C0044,B01KBH547A,6,1451.22
V000080671,2025-06-09,C0042,B018IZ0SWI,2,774.36
V000080672,2025-06-09,C0012,B01KBH547A,5,1209.35
V000080673,2025-06-09,C0062,B01KBH547A,8,1934.96
V000080674,2025-06-10,C0048,B00K15Q2B0,3,1553.88
V000080675,2025-06-10,C0026,B018IZ0SWI,4,1548.72
V000080676,2025-06-10,C0013,B01EYT1URO,5,1568.45
V000080677,2025-06-11,C0007,B018IZ0SWI,4,1548.72
V000080678,2025-06-11,C0006,B018IZ0SWI,5,1935.9
V000080679,2025-06-11,C0042,B01KBH547A,3,725.61
V000080680,2025-06-11,C0024,B00J0O5J4Y,3,1206.72
V000080681,2025-06-11,C0004,B00F3J4B5S,5,2061.3999999999996
V000080682,2025-06-11,C0037,B00NQGP42Y,4,2271.44
V000080683,2025-06-11,C0039,B00K15Q2B0,2,1035.92
V000080684,2025-06-12,C0056,B01EYT1URO,1,313.69
V000080685,2025-06-12,C0046,B00NQGP42Y,1,567.86
V000080686,2025-06-12,C0052,B01KBH547A,2,483.74
V000080687,2025-06-13,C0037,B01EYT1URO,4,1254.76
V000080688,2025-06-13,C0045,B01DZJFWNC,1,238.62
V000080689,2025-06-13,C0060,B016381QZA,1,481.94
V000080690,2025-06-13,C0014,B00F3J4B5S,1,412.28
V000080691,2025-06-13,C0054,B018IZ0SWI,5,1935.9
V000080692,2025-06-13,C0002,B01KBH547A,3,725.61
V000080693,2025-06-13,C0023,B01LQV1YHO,1,388.14
V000080694,2025-06-13,C0039,B018IZ0SWI,1,387.18
V000080695,2025-06-13,C0036,B01LQV1YHO,4,1552.56
V000080696,2025-06-13,C0011,B016381QZA,7,3373.58
V000080697,2025-06-14,C0022,B00NQGP42Y,1,567.86
V000080698,2025-06-14,C0004,B01LQV1YHO,4,1552.56
V000080699,2025-06-14,C0030,B016381QZA,3,1445.82
V000080700,2025-06-14,C0012,B00K15Q2B0,1,517.96
V000080701,2025-06-14,C0004,B00NQGP42Y,3,1703.58
V000080702,2025-06-14,C0016,B018IZ0SWI,2,774.36
V000080703,2025-06-14,C0062,B00K15Q2B0,6,3107.76
V000080704,2025-06-14,C0038,B00J0O5J4Y,4,1608.96
V000080705,2025-06-14,C0047,B01KBH547A,6,1451.22
V000080706,2025-06-15,C0036,B016381QZA,3,1445.82
V000080707,2025-06-15,C0045,B018IZ0SWI,11,4258.9800000000005
V000080708,2025-06-15,C0065,B00K15Q2B0,1,517.96
V000080709,2025-06-15,C0026,B01LQV1YHO,2,776.28
V000080710,2025-06-15,C0038,B00F3J4B5S,4,1649.12
V000080711,2025-06-15,C0052,B018IZ0SWI,1,387.18
V000080712,2025-06-15,C0046,B00F3J4B5S,1,412.28
V000080713,2025-06-15,C0040,B01KBH547A,7,1693.0900000000001
V000080714,2025-06-15,C0070,B00K15Q2B0,3,1553.88
V000080715,2025-06-16,C0033,B00K15Q2B0,2,1035.92
V000080716,2025-06-16,C0033,B00F3J4B5S,6,2473.68
V000080717,2025-06-16,C0008,B01KBH547A,2,483.74
V000080718,2025-06-16,C0056,B018IZ0SWI,1,387.18
V000080719,2025-06-16,C0049,B016381QZA,9,4337.46
V000080720,2025-06-16,C0070,B01LQV1YHO,1,388.14
V000080721,2025-06-16,C0062,B00NQGP42Y,4,2271.44
V000080722,2025-06-17,C0017,B00F3J4B5S,5,2061.3999999999996
V000080723,2025-06-17,C0065,B00F3J4B5S,2,824.56
V000080724,2025-06-17,C0001,B018IZ0SWI,6,2323.08
V000080725,2025-06-17,C0044,B00NQGP42Y,2,1135.72
V000080726,2025-06-17,C0015,B00F3J4B5S,5,2061.3999999999996
V000080727,2025-06-17,C0016,B01DZJFWNC,3,715.86
V000080728,2025-06-17,C0013,B01DZJFWNC,2,477.24
V000080729,2025-06-17,C0021,B018IZ0SWI,4,1548.72
V000080730,2025-06-18,C0047,B00NQGP42Y,2,1135.72
V000080731,2025-06-18,C0014,B00K15Q2B0,2,1035.92
V000080732,2025-06-18,C0055,B00NQGP42Y,2,1135.72
V000080733,2025-06-18,C0029,B015YCRYZM,3,1443.33
V000080734,2025-06-18,C0007,B01KBH547A,15,3628.05
V000080735,2025-06-18,C0009,B00NQGP42Y,1,567.86
V000080736,2025-06-18,C0043,B01KBH547A,4,967.48
V000080737,2025-06-19,C0009,B01KBH547A,4,967.48
V000080738,2025-06-19,C0019,B00F3J4B5S,5,2061.3999999999996
V000080739,2025-06-19,C0043,B01DZJFWNC,1,238.62
V000080740,2025-06-19,C0035,B00F3J4B5S,1,412.28
V000080741,2025-06-19,C0035,B01KBH547A,3,725.61
V000080742,2025-06-19,C0068,B00NQGP42Y,4,2271.44
V000080743,2025-06-19,C0054,B00NQGP42Y,3,1703.58
V000080744,2025-06-20,C0027,B00K15Q2B0,4,2071.84
V000080745,2025-06-20,C0033,B018IZ0SWI,1,387.18
V000080746,2025-06-20,C0068,B018IZ0SWI,4,1548.72
V000080747,2025-06-20,C0001,B01EYT1URO,3,941.0699999999999
V000080748,2025-06-20,C0064,B01DZJFWNC,2,477.24
V000080749,2025-06-21,C0063,B01LQV1YHO,2,776.28
V000080750,2025-06-21,C0025,B00F3J4B5S,3,1236.84
V000080751,2025-06-21,C0031,B00F3J4B5S,1,412.28
V000080752,2025-06-21,C0055,B018IZ0SWI,6,2323.08
V000080753,2025-06-21,C0005,B01EYT1URO,6,1882.1399999999999
V000080754,2025-06-21,C0017,B01KBH547A,1,241.87
V000080755,2025-06-22,C0040,B00K15Q2B0,2,1035.92
V000080756,2025-06-22,C0030,B01KBH547A,8,1934.96
V000080757,2025-06-22,C0060,B01LQV1YHO,1,388.14
V000080758,2025-06-22,C0064,B01KBH547A,1,241.87
V000080759,2025-06-22,C0040,B018IZ0SWI,6,2323.08
V000080760,2025-06-23,C0018,B018IZ0SWI,1,387.18
V000080761,2025-06-23,C0058,B01LQV1YHO,4,1552.56
V000080762,2025-06-23,C0023,B00F3J4B5S,8,3298.24
V000080763,2025-06-23,C0015,B01LQV1YHO,4,1552.56
V000080764,2025-06-23,C0032,B00K15Q2B0,3,1553.88
V000080765,2025-06-23,C0042,B00K15Q2B0,4,2071.84
V000080766,2025-06-23,C0037,B00F3J4B5S,4,1649.12
V000080767,2025-06-24,C0055,B01KBH547A,3,725.61
V000080768,2025-06-24,C0061,B01LQV1YHO,1,388.14
V000080769,2025-06-24,C0001,B01KBH547A,3,725.61
V000080770,2025-06-24,C0060,B018IZ0SWI,5,1935.9
V000080771,2025-06-24,C0044,B018IZ0SWI,5,1935.9
V000080772,2025-06-24,C0005,B01KBH547A,2,483.74
V000080773,2025-06-24,C0063,B00NQGP42Y,5,2839.3
V000080774,2025-06-25,C0048,B018IZ0SWI,3,1161.54
V000080775,2025-06-25,C0028,B00K15Q2B0,4,2071.84
V000080776,2025-06-25,C0025,B016381QZA,2,963.88
V000080777,2025-06-25,C0038,B018IZ0SWI,5,1935.9
V000080778,2025-06-25,C0068,B01DZJFWNC,3,715.86
V000080779,2025-06-25,C0047,B018IZ0SWI,13,5033.34
V000080780,2025-06-26,C0067,B00K15Q2B0,5,2589.8
V000080781,2025-06-26,C0059,B01EYT1URO,2,627.38
V000080782,2025-06-26,C0034,B01EYT1URO,8,2509.52
V000080783,2025-06-26,C0003,B018IZ0SWI,1,387.18
V000080784,2025-06-26,C0013,B00F3J4B5S,3,1236.84
V000080785,2025-06-26,C0066,B01KBH547A,1,241.87
V000080786,2025-06-27,C0069,B018IZ0SWI,1,387.18
V000080787,2025-06-27,C0040,B01DZJFWNC,4,954.48
V000080788,2025-06-27,C0065,B018IZ0SWI,2,774.36
V000080789,2025-06-27,C0064,B018IZ0SWI,1,387.18
V000080790,2025-06-28,C0015,B00NQGP42Y,2,1135.72
V000080791,2025-06-28,C0003,B00K15Q2B0,3,1553.88
V000080792,2025-06-28,C0012,B00NQGP42Y,1,567.86
V000080793,2025-06-28,C0028,B00NQGP42Y,4,2271.44
V000080794,2025-06-28,C0015,B018IZ0SWI,1,387.18
V000080795,2025-06-28,C0022,B01KBH547A,5,1209.35
V000080796,2025-06-28,C0011,B01DZJFWNC,4,954.48
V000080797,2025-07-01,C0028,B01EYT1URO,4,1254.76
V000080798,2025-07-01,C0010,B018IZ0SWI,1,387.18
V000080799,2025-07-02,C0029,B00NQGP42Y,2,1135.72
V000080800,2025-07-02,C0008,B018IZ0SWI,3,1161.54
V000080801,2025-07-02,C0032,B00K15Q2B0,3,1553.88
V000080802,2025-07-02,C0067,B01LQV1YHO,2,776.28
V000080803,2025-07-02,C0057,B016381QZA,3,1445.82
V000080804,2025-07-02,C0058,B016B7INC2,1,243.78
V000080805,2025-07-02,C0025,B018IZ0SWI,3,1161.54
V000080806,2025-07-03,C0039,B00J0O5J4Y,1,402.24
V000080807,2025-07-03,C0007,B016B7INC2,2,487.56
V000080808,2025-07-03,C0031,B01KBH547A,5,1209.35
V000080809,2025-07-03,C0018,B00NQGP42Y,4,2271.44
V000080810,2025-07-03,C0004,B01LQV1YHO,2,776.28
V000080811,2025-07-03,C0062,B01KBH547A,1,241.87
V000080812,2025-07-04,C0036,B01KBH547A,4,967.48
V000080813,2025-07-04,C0022,B00F3J4B5S,5,2061.3999999999996
V000080814,2025-07-04,C0022,B01KBH547A,2,483.74
V000080815,2025-07-05,C0056,B00F3J4B5S,2,824.56
V000080816,2025-07-05,C0004,B01KBH547A,2,483.74
V000080817,2025-07-05,C0007,B01KBH547A,1,241.87
V000080818,2025-07-05,C0046,B018IZ0SWI,4,1548.72
V000080819,2025-07-06,C0008,B00K15Q2B0,1,517.96
V000080820,2025-07-06,C0048,B016381QZA,1,481.94
V000080821,2025-07-06,C0011,B00NQGP42Y,2,1135.72
V000080822,2025-07-06,C0036,B00NQGP42Y,3,1703.58
V000080823,2025-07-06,C0022,B01LQV1YHO,3,1164.42
V000080824,2025-07-06,C0019,B00F3J4B5S,6,2473.68
V000080825,2025-07-06,C0060,B01LQV1YHO,4,1552.56
V000080826,2025-07-06,C0047,B00K15Q2B0,2,1035.92
V000080827,2025-07-07,C0040,B01LQV1YHO,2,776.28
V000080828,2025-07-07,C0049,B01KBH547A,3,725.61
V000080829,2025-07-07,C0045,B00F3J4B5S,2,824.56
V000080830,2025-07-08,C0053,B00F3J4B5S,2,824.56
V000080831,2025-07-08,C0006,B00NQGP42Y,4,2271.44
V000080832,2025-07-08,C0023,B016381QZA,2,963.88
V000080833,2025-07-08,C0037,B00J0O5J4Y,3,1206.72
V000080834,2025-07-08,C0025,B01LQV1YHO,4,1552.56
V000080835,2025-07-08,C0020,B016381QZA,1,481.94
V000080836,2025-07-08,C0040,B01EYT1URO,1,313.69
V000080837,2025-07-08,C0016,B00K15Q2B0,4,2071.84
V000080838,2025-07-08,C0001,B00K15Q2B0,1,517.96
V000080839,2025-07-09,C0048,B00F3J4B5S,6,2473.68
V000080840,2025-07-09,C0004,B018IZ0SWI,2,774.36
V000080841,2025-07-09,C0057,B00F3J4B5S,2,824.56
V000080842,2025-07-09,C0007,B016381QZA,3,1445.82
V000080843,2025-07-09,C0045,B00K15Q2B0,5,2589.8
V000080844,2025-07-09,C0044,B01LQV1YHO,2,776.28
V000080845,2025-07-09,C0019,B00K15Q2B0,1,517.96
V000080846,2025-07-09,C0038,B016381QZA,6,2891.64
V000080847,2025-07-09,C0062,B00F3J4B5S,1,412.28
V000080848,2025-07-09,C0003,B00F3J4B5S,5,2061.3999999999996
V000080849,2025-07-10,C0051,B01KBH547A,2,483.74
V000080850,2025-07-10,C0019,B018IZ0SWI,1,387.18
V000080851,2025-07-10,C0047,B00F3J4B5S,1,412.28
V000080852,2025-07-10,C0039,B00K15Q2B0,4,2071.84
V000080853,2025-07-11,C0016,B00F3J4B5S,5,2061.3999999999996
V000080854,2025-07-11,C0025,B00J0O5J4Y,2,804.48
V000080855,2025-07-11,C0016,B01KBH547A,5,1209.35
V000080856,2025-07-11,C0029,B01KBH547A,1,241.87
V000080857,2025-07-11,C0024,B00F3J4B5S,3,1236.84
V000080858,2025-07-11,C0047,B018IZ0SWI,1,387.18
V000080859,2025-07-11,C0008,B00F3J4B5S,6,2473.68
V000080860,2025-07-11,C0050,B00F3J4B5S,6,2473.68
V000080861,2025-07-11,C0030,B01LQV1YHO,6,2328.84
V000080862,2025-07-12,C0004,B00J0O5J4Y,1,402.24
V000080863,2025-07-12,C0045,B01KBH547A,6,1451.22
V000080864,2025-07-12,C0008,B00NQGP42Y,7,3975.02
V000080865,2025-07-12,C0049,B00K15Q2B0,1,517.96
V000080866,2025-07-13,C0036,B018IZ0SWI,3,1161.54
V000080867,2025-07-13,C0013,B01DZJFWNC,3,715.86
V000080868,2025-07-13,C0012,B018IZ0SWI,4,1548.72
V000080869,2025-07-13,C0043,B01EYT1URO,6,1882.1399999999999
V000080870,2025-07-13,C0024,B018IZ0SWI,3,1161.54
V000080871,2025-07-13,C0020,B00K15Q2B0,1,517.96
V000080872,2025-07-13,C0024,B00NQGP42Y,3,1703.58
V000080873,2025-07-13,C0038,B00K15Q2B0,3,1553.88
V000080874,2025-07-14,C0003,B018IZ0SWI,1,387.18
V000080875,2025-07-14,C0048,B018IZ0SWI,6,2323.08
V000080876,2025-07-15,C0019,B016B7INC2,1,243.78
V000080877,2025-07-15,C0049,B01DZJFWNC,6,1431.72
V000080878,2025-07-15,C0005,B00F3J4B5S,5,2061.3999999999996
V000080879,2025-07-15,C0043,B016B7INC2,4,975.12
V000080880,2025-07-16,C0007,B01EYT1URO,5,1568.45
V000080881,2025-07-16,C0058,B018IZ0SWI,1,387.18
V000080882,2025-07-16,C0067,B00F3J4B5S,3,1236.84
V000080883,2025-07-16,C0063,B01EYT1URO,1,313.69
V000080884,2025-07-16,C0031,B01DZJFWNC,2,477.24
V000080885,2025-07-16,C0061,B018IZ0SWI,4,1548.72
V000080886,2025-07-17,C0056,B018IZ0SWI,4,1548.72
V000080887,2025-07-17,C0046,B016381QZA,1,481.94
V000080888,2025-07-17,C0041,B018IZ0SWI,7,2710.26
V000080889,2025-07-17,C0062,B01DZJFWNC,2,477.24
V000080890,2025-07-17,C0052,B01LQV1YHO,2,776.28
V000080891,2025-07-17,C0062,B018IZ0SWI,1,387.18
V000080892,2025-07-17,C0036,B00F3J4B5S,1,412.28
V000080893,2025-07-17,C0057,B01KBH547A,1,241.87
V000080894,2025-07-17,C0035,B01EYT1URO,8,2509.52
V000080895,2025-07-18,C0053,B00K15Q2B0,3,1553.88
V000080896,2025-07-18,C0032,B00NQGP42Y,5,2839.3
V000080897,2025-07-18,C0062,B01EYT1URO,4,1254.76
V000080898,2025-07-18,C0019,B01EYT1URO,8,2509.52
V000080899,2025-07-18,C0014,B018IZ0SWI,6,2323.08
V000080900,2025-07-18,C0039,B00F3J4B5S,3,1236.84
V000080901,2025-07-18,C0003,B01LQV1YHO,4,1552.56
V000080902,2025-07-18,C0059,B016B7INC2,5,1218.9
V000080903,2025-07-19,C0001,B00F3J4B5S,6,2473.68
V000080904,2025-07-19,C0052,B01KBH547A,7,1693.0900000000001
V000080905,2025-07-19,C0009,B00K15Q2B0,1,517.96
V000080906,2025-07-19,C0046,B01LQV1YHO,2,776.28
V000080907,2025-07-20,C0041,B00F3J4B5S,1,412.28
V000080908,2025-07-20,C0008,B01LQV1YHO,1,388.14
V000080909,2025-07-20,C0012,B01KBH547A,6,1451.22
V000080910,2025-07-20,C0010,B00K15Q2B0,4,2071.84
V000080911,2025-07-20,C0046,B00K15Q2B0,1,517.96
V000080912,2025-07-20,C0058,B01LQV1YHO,1,388.14
V000080913,2025-07-20,C0010,B00J0O5J4Y,4,1608.96
V000080914,2025-07-20,C0021,B018IZ0SWI,7,2710.26
V000080915,2025-07-20,C0014,B01DZJFWNC,1,238.62
V000080916,2025-07-21,C0010,B01LQV1YHO,3,1164.42
V000080917,2025-07-21,C0067,B01DZJFWNC,1,238.62
V000080918,2025-07-21,C0040,B00F3J4B5S,3,1236.84
V000080919,2025-07-21,C0009,B018IZ0SWI,2,774.36
V000080920,2025-07-21,C0003,B016381QZA,3,1445.82
V000080921,2025-07-21,C0065,B01LQV1YHO,5,1940.6999999999998
V000080922,2025-07-21,C0053,B00NQGP42Y,1,567.86
V000080923,2025-07-22,C0029,B018IZ0SWI,3,1161.54
V000080924,2025-07-22,C0026,B018IZ0SWI,8,3097.44
V000080925,2025-07-22,C0057,B00NQGP42Y,6,3407.16
V000080926,2025-07-22,C0068,B018IZ0SWI,8,3097.44
V000080927,2025-07-23,C0039,B01KBH547A,2,483.74
V000080928,2025-07-23,C0057,B00K15Q2B0,1,517.96
V000080929,2025-07-23,C0043,B00K15Q2B0,2,1035.92
V000080930,2025-07-24,C0037,B018IZ0SWI,1,387.18
V000080931,2025-07-24,C0054,B00F3J4B5S,3,1236.84
V000080932,2025-07-24,C0049,B016381QZA,3,1445.82
V000080933,2025-07-24,C0044,B018IZ0SWI,2,774.36
V000080934,2025-07-24,C0043,B016381QZA,3,1445.82
V000080935,2025-07-24,C0063,B01DZJFWNC,3,715.86
V000080936,2025-07-25,C0002,B00F3J4B5S,1,412.28
V000080937,2025-07-25,C0042,B00NQGP42Y,3,1703.58
V000080938,2025-07-25,C0012,B00J0O5J4Y,4,1608.96
V000080939,2025-07-25,C0040,B01DZJFWNC,1,238.62
V000080940,2025-07-25,C0042,B018IZ0SWI,10,3871.8
V000080941,2025-07-25,C0063,B015YCRYZM,5,2405.55
V000080942,2025-07-25,C0064,B00NQGP42Y,4,2271.44
V000080943,2025-07-26,C0009,B01KBH547A,3,725.61
V000080944,2025-07-26,C0031,B00NQGP42Y,8,4542.88
V000080945,2025-07-26,C0050,B00K15Q2B0,4,2071.84
V000080946,2025-07-26,C0068,B00NQGP42Y,4,2271.44
V000080947,2025-07-26,C0048,B01LQV1YHO,5,1940.6999999999998
V000080948,2025-07-27,C0043,B00F3J4B5S,2,824.56
V000080949,2025-07-27,C0002,B01KBH547A,1,241.87
V000080950,2025-07-27,C0054,B016381QZA,4,1927.76
V000080951,2025-07-27,C0022,B00K15Q2B0,3,1553.88
V000080952,2025-07-27,C0002,B00NQGP42Y,3,1703.58
V000080953,2025-07-27,C0025,B00K15Q2B0,2,1035.92
V000080954,2025-07-27,C0027,B018IZ0SWI,3,1161.54
V000080955,2025-07-27,C0006,B018IZ0SWI,4,1548.72
V000080956,2025-07-27,C0043,B018IZ0SWI,2,774.36
V000080957,2025-07-28,C0029,B016381QZA,4,1927.76
V000080958,2025-07-28,C0022,B00NQGP42Y,1,567.86
V000080959,2025-07-28,C0032,B00F3J4B5S,4,1649.12
V000080960,2025-07-28,C0067,B018IZ0SWI,6,2323.08
V000080961,2025-08-01,C0004,B00F3J4B5S,5,2061.3999999999996
V000080962,2025-08-01,C0014,B016B7INC2,7,1706.46
V000080963,2025-08-01,C0037,B01EYT1URO,3,941.0699999999999
V000080964,2025-08-01,C0042,B00NQGP42Y,7,3975.02
V000080965,2025-08-01,C0031,B00NQGP42Y,3,1703.58
V000080966,2025-08-02,C0069,B01DZJFWNC,1,238.62
V000080967,2025-08-02,C0048,B018IZ0SWI,4,1548.72
V000080968,2025-08-02,C0047,B00K15Q2B0,1,517.96
V000080969,2025-08-03,C0038,B018IZ0SWI,1,387.18
V000080970,2025-08-03,C0010,B018IZ0SWI,1,387.18
V000080971,2025-08-03,C0013,B00F3J4B5S,4,1649.12
V000080972,2025-08-03,C0022,B00K15Q2B0,1,517.96
V000080973,2025-08-03,C0012,B018IZ0SWI,2,774.36
V000080974,2025-08-04,C0069,B00K15Q2B0,7,3625.7200000000003
V000080975,2025-08-04,C0038,B01KBH547A,2,483.74
V000080976,2025-08-04,C0026,B00NQGP42Y,6,3407.16
V000080977,2025-08-04,C0022,B00NQGP42Y,4,2271.44
V000080978,2025-08-04,C0056,B01DZJFWNC,5,1193.1
V000080979,2025-08-04,C0021,B01KBH547A,1,241.87
V000080980,2025-08-05,C0013,B00NQGP42Y,2,1135.72
V000080981,2025-08-05,C0034,B018IZ0SWI,7,2710.26
V000080982,2025-08-05,C0001,B01KBH547A,3,725.61
V000080983,2025-08-05,C0000,B018IZ0SWI,1,387.18
V000080984,2025-08-06,C0027,B00J0O5J4Y,3,1206.72
V000080985,2025-08-06,C0036,B015YCRYZM,3,1443.33
V000080986,2025-08-06,C0020,B015YCRYZM,1,481.11
V000080987,2025-08-07,C0004,B016381QZA,3,1445.82
V000080988,2025-08-08,C0056,B00NQGP42Y,3,1703.58
V000080989,2025-08-08,C0041,B016381QZA,2,963.88
V000080990,2025-08-08,C0012,B00NQGP42Y,7,3975.02
